,zipcode,nimi,namn,pinta_ala,kunta,he_vakiy,he_naiset,he_miehet,he_kika,he_0_2,he_3_6,he_7_12,he_13_15,he_16_17,he_18_19,he_20_24,he_25_29,he_30_34,he_35_39,he_40_44,he_45_49,he_50_54,he_55_59,he_60_64,he_65_69,he_70_74,he_75_79,he_80_84,he_85_,ko_ika18y,ko_perus,ko_koul,ko_yliop,ko_ammat,ko_al_kork,ko_yl_kork,hr_tuy,hr_ktu,hr_mtu,hr_pi_tul,hr_ke_tul,hr_hy_tul,hr_ovy,te_taly,te_takk,te_as_valj,te_nuor,te_eil_np,te_laps,te_plap,te_aklap,te_klap,te_teini,te_aik,te_elak,te_omis_as,te_vuok_as,te_muu_as,tr_kuty,tr_ktu,tr_mtu,tr_pi_tul,tr_ke_tul,tr_hy_tul,tr_ovy,ra_ke,ra_raky,ra_muut,ra_asrak,ra_asunn,ra_as_kpa,ra_pt_as,ra_kt_as,tp_tyopy,tp_alku_a,tp_jalo_bf,tp_palv_gu,tp_a_maat,tp_b_kaiv,tp_c_teol,tp_d_ener,tp_e_vesi,tp_f_rake,tp_g_kaup,tp_h_kulj,tp_i_majo,tp_j_info,tp_k_raho,tp_l_kiin,tp_m_erik,tp_n_hall,tp_o_julk,tp_p_koul,tp_q_terv,tp_r_taid,tp_s_muup,tp_t_koti,tp_u_kans,tp_x_tunt,pt_vakiy,pt_tyoll,pt_tyott,pt_0_14,pt_opisk,pt_elakel,pt_muut,geometry,ykr_kesk_jalan,ykr_kesk_reuna,ykr_int_joukko,ykr_joukkoliik,ykr_alakesk_jalan,ykr_autovyoh,ykr_novalue,artificial,answer_count,parktime_mean,parktime_median,walktime_mean,walktime_median,coords
0,00100,Helsinki Keskusta - Etu-Töölö,Helsingfors centrum - Främre Tölö,2353278.0,091,18284.0,9613.0,8671.0,41.0,434.0,521.0,711.0,274.0,185.0,264.0,1573.0,2512.0,2000.0,1564.0,1203.0,1048.0,1083.0,973.0,800.0,848.0,1030.0,575.0,336.0,350.0,16159.0,1996.0,14163.0,2618.0,2942.0,2899.0,5704.0,15935.0,38985.0,26642.0,2856.0,6668.0,6411.0,621218859.0,10205.0,1.8,38.6,2101.0,861.0,1326.0,400.0,715.0,541.0,373.0,6578.0,2345.0,4742.0,5103.0,360.0,10042.0,61679.0,38895.0,1697.0,4123.0,4222.0,619383515.0,0.0,634.0,326.0,308.0,11884.0,65.9,2.0,11882.0,48470.0,104.0,1805.0,46560.0,104.0,0.0,752.0,554.0,1.0,498.0,6440.0,1345.0,4776.0,7359.0,4798.0,899.0,7191.0,1553.0,2370.0,2496.0,2659.0,2072.0,2585.0,0.0,17.0,1.0,18035.0,10032.0,856.0,1812.0,1198.0,3326.0,811.0,"POLYGON ((385653.8928 6671591.0475, 385573.6195 6671699.8005, 385612.6593 6671729.6573, 385575.7769 6671779.0565, 385548.6877 6671753.9019, 385510.9652 6671720.7737, 385461.1218 6671698.7267, 385390.1366 6671644.3402, 385345.9799 6671615.716, 385343.3332 6671614.8335, 385311.9982 6671592.797, 385310.7645 6671592.9281, 385294.653 6671592.4321, 385222.6021 6671697.9232, 385291.6376 6671739.3445, 385184.2491 6671782.3, 385153.5666 6671765.4246, 385125.016 6671798.1337, 385095.208 6671799.624, 385096.2684 6671820.8324, 385068.1936 6671830.4498, 385055.3828 6671854.4037, 385006.4239 6671838.7302, 384984.6461 6671864.1748, 384776.1724 6671920.371, 384684.0309 6671919.1363, 384507.1821 6672049.15, 384392.6461 6672053.7862, 384294.1154 6672168.5216, 384263.1148 6672200.5006, 384193.8058 6672207.3336, 384170.3668 6672217.2452, 384145.4372 6672226.155, 384119.8744 6672233.8779, 384093.835 6672240.4109, 384067.4241 6672245.6684, 384040.3694 6672249.65, 384013.1656 6672252.6564, 383932.1496 6672260.2037, 383905.8852 6672263.6596, 383880.3356 6672268.3897, 383855.7845 6672274.9955, 383832.5924 6672284.2053, 383809.5389 6672297.6132, 383788.0995 6672314.0272, 383767.9374 6672332.6451, 383748.8483 6672352.8438, 383730.7548 6672374.14, 383713.7086 6672396.156, 383697.9004 6672418.5904, 383683.6795 6672441.1921, 383671.5832 6672463.7378, 383662.3775 6672486.0121, 383657.1097 6672507.788, 383657.1724 6672528.8098, 383663.7049 6672548.9244, 383675.5264 6672568.2779, 383691.1699 6672587.1185, 383709.5001 6672605.6546, 383729.6403 6672624.0668, 383794.765 6672680.1562, 383876.665 6672754.0679, 383896.9916 6672771.7431, 383917.4242 6672788.4252, 383938.0746 6672803.645, 383959.0763 6672816.8117, 383980.5906 6672827.1787, 384002.8121 6672833.8051, 384025.4063 6672835.9891, 384048.6184 6672834.818, 384072.1889 6672831.4626, 384119.3929 6672822.2873, 384142.4773 6672818.4004, 384164.7788 6672816.3196, 384185.8788 6672817.1813, 384198.8316 6672820.351, 384261.5686 6672778.7385, 384419.8423 6672818.6995, 384761.4248 6672925.254, 385168.5691 6672996.2051, 385456.4778 6673131.8935, 385829.5336 6672936.305, 385964.8726 6672731.1137, 385995.433 6672499.7277, 386209.3558 6672521.5566, 386213.7216 6672399.315, 386223.956 6672203.5293, 386226.8189 6672010.7613, 386307.4172 6671999.7673, 386319.6003 6671875.085, 385898.7333 6671865.8463, 385854.5296 6671869.5685, 385834.7828 6671846.5798, 385835.1546 6671843.424, 385850.2809 6671805.3129, 385880.9647 6671720.4604, 385822.4624 6671699.5467, 385812.8996 6671727.543, 385792.9803 6671756.7104, 385750.9264 6671822.7591, 385725.7944 6671860.5402, 385704.3028 6671877.2761, 385678.2366 6671848.2672, 385638.49 6671807.9162, 385665.9636 6671773.0952, 385705.6822 6671787.3362, 385779.6422 6671672.885, 385653.8928 6671591.0475))",0.864,0.126,0.0,0.0,0.0,0.0,0.010000000000000009,0.992,274,8.56,5.0,7.82,5.0,"(384977.69787406235, 6672363.4919)"
1,00120,Punavuori,Rödbergen,414010.0,091,7108.0,3751.0,3357.0,40.0,183.0,234.0,316.0,131.0,74.0,109.0,519.0,896.0,735.0,645.0,512.0,442.0,420.0,373.0,369.0,333.0,360.0,219.0,125.0,113.0,6170.0,805.0,5365.0,1058.0,1195.0,969.0,2143.0,6116.0,39248.0,27133.0,1107.0,2490.0,2519.0,240042091.0,3933.0,1.8,39.4,708.0,328.0,581.0,166.0,305.0,236.0,165.0,2501.0,869.0,2023.0,1744.0,166.0,3883.0,61960.0,41377.0,608.0,1567.0,1708.0,240592202.0,0.0,248.0,100.0,148.0,4446.0,68.9,7.0,4439.0,8358.0,8.0,190.0,8160.0,8.0,0.0,113.0,4.0,4.0,69.0,670.0,272.0,700.0,646.0,916.0,116.0,1554.0,717.0,594.0,323.0,563.0,169.0,920.0,0.0,0.0,0.0,7055.0,3872.0,336.0,817.0,428.0,1242.0,360.0,"POLYGON ((385316.092 6671076.9841, 385279.6115 6671123.567, 385255.4782 6671158.3638, 385143.697 6671083.2089, 385033.4118 6671145.9527, 385074.1905 6671211.9631, 385233.0411 6671316.3885, 385354.8457 6671404.1375, 385412.9658 6671436.1444, 385368.3438 6671500.0214, 385311.9982 6671592.797, 385343.3332 6671614.8335, 385345.9799 6671615.716, 385390.1366 6671644.3402, 385461.1218 6671698.7267, 385510.9652 6671720.7737, 385548.6877 6671753.9019, 385575.7769 6671779.0565, 385612.6593 6671729.6573, 385573.6195 6671699.8005, 385653.8928 6671591.0475, 385779.6422 6671672.885, 385705.6822 6671787.3362, 385665.9636 6671773.0952, 385638.49 6671807.9162, 385678.2366 6671848.2672, 385704.3028 6671877.2761, 385725.7944 6671860.5402, 385750.9264 6671822.7591, 385792.9803 6671756.7104, 385812.8996 6671727.543, 385822.4624 6671699.5467, 385880.9647 6671720.4604, 385899.8291 6671634.8779, 385912.6946 6671462.4815, 385958.2057 6671470.9198, 386014.041 6671468.373, 386018.9873 6671380.7193, 386018.2779 6671339.2182, 386016.5043 6671298.7812, 386011.1412 6671246.8912, 386012.4228 6671193.2101, 386029.5773 6671115.5088, 385852.6934 6671098.4735, 385752.7132 6671086.3646, 385688.9681 6671179.8731, 385610.2988 6671139.7326, 385568.0453 6671121.6235, 385552.9453 6671137.5622, 385530.0366 6671129.3956, 385494.1266 6671110.6512, 385471.7419 6671089.7104, 385449.76 6671126.7323, 385450.0075 6671127.6648, 385430.1532 6671160.7548, 385388.4919 6671125.2507, 385316.092 6671076.9841))",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,92,11.52,10.0,6.76,5.0,"(385644.7437041566, 6671485.4706)"
2,00130,Kaartinkaupunki,Gardesstaden,428960.0,091,1508.0,772.0,736.0,41.0,34.0,48.0,65.0,30.0,24.0,27.0,110.0,162.0,150.0,113.0,113.0,105.0,115.0,88.0,72.0,94.0,80.0,43.0,23.0,12.0,1307.0,142.0,1165.0,242.0,224.0,199.0,500.0,1322.0,49622.0,28655.0,263.0,467.0,592.0,65600013.0,818.0,1.8,43.5,142.0,63.0,128.0,32.0,66.0,49.0,38.0,509.0,186.0,421.0,363.0,34.0,818.0,80342.0,45999.0,149.0,252.0,417.0,65719684.0,0.0,142.0,108.0,34.0,915.0,75.0,0.0,915.0,11138.0,13.0,386.0,10739.0,13.0,8.0,233.0,0.0,7.0,138.0,726.0,639.0,1004.0,673.0,655.0,218.0,2214.0,371.0,2206.0,108.0,463.0,308.0,1142.0,0.0,12.0,0.0,1522.0,839.0,61.0,170.0,104.0,258.0,90.0,"POLYGON ((386212.1112 6671061.2623, 386176.8264 6671111.8884, 386039.1539 6671107.1786, 386029.5773 6671115.5088, 386012.4228 6671193.2101, 386011.1412 6671246.8912, 386016.5043 6671298.7812, 386018.2779 6671339.2182, 386018.9873 6671380.7193, 386014.041 6671468.373, 385958.2057 6671470.9198, 385912.6946 6671462.4815, 385899.8291 6671634.8779, 385880.9647 6671720.4604, 385850.2809 6671805.3129, 385835.1546 6671843.424, 385834.7828 6671846.5798, 385854.5296 6671869.5685, 385898.7333 6671865.8463, 386319.6003 6671875.085, 386394.8611 6671870.8997, 386396.206 6671748.5493, 386488.1312 6671737.1993, 386483.132 6671715.9304, 386478.6465 6671690.1127, 386475.5828 6671664.1558, 386473.9718 6671638.1926, 386473.9732 6671612.3554, 386475.8848 6671586.7843, 386480.1556 6671561.6355, 386487.9414 6671534.717, 386498.3486 6671508.3412, 386510.6485 6671482.367, 386524.2925 6671456.6861, 386538.8737 6671431.2166, 386554.0946 6671405.8971, 386601.7498 6671330.4471, 386652.8736 6671251.2996, 386511.2652 6671162.5144, 386298.0221 6671095.013, 386212.1112 6671061.2623))",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986,80,8.47,5.5,7.89,5.0,"(386266.92782248557, 6671465.42725)"
3,00140,Kaivopuisto - Ullanlinna,Brunnsparken - Ulrikasborg,931841.0,091,7865.0,4277.0,3588.0,41.0,224.0,250.0,370.0,162.0,92.0,108.0,515.0,907.0,737.0,653.0,542.0,489.0,498.0,451.0,398.0,402.0,459.0,293.0,157.0,158.0,6767.0,821.0,5946.0,1082.0,1288.0,1143.0,2433.0,6866.0,48293.0,28115.0,1209.0,2623.0,3034.0,331579906.0,4404.0,1.8,41.7,764.0,345.0,693.0,205.0,361.0,285.0,199.0,2615.0,1112.0,2196.0,2000.0,208.0,4427.0,75267.0,41795.0,713.0,1671.0,2043.0,333207347.0,0.0,248.0,75.0,173.0,5439.0,73.8,14.0,5425.0,2347.0,12.0,103.0,2232.0,12.0,0.0,17.0,0.0,0.0,86.0,228.0,159.0,272.0,294.0,15.0,102.0,369.0,80.0,61.0,51.0,362.0,102.0,136.0,0.0,1.0,0.0,7934.0,4218.0,325.0,929.0,518.0,1519.0,425.0,"MULTIPOLYGON (((386577.0495 6670280.5442, 386552.8493 6670283.5099, 386528.7023 6670290.3167, 386504.6033 6670299.9393, 386480.5439 6670311.576, 386456.5128 6670324.5975, 386432.4953 6670338.5014, 386360.3103 6670381.5688, 386336.0984 6670395.1806, 386311.7329 6670407.7659, 386287.1445 6670418.828, 386262.2432 6670427.7499, 386236.9131 6670433.7542, 386210.5126 6670436.2397, 386183.6647 6670435.6801, 386156.4885 6670432.8694, 386129.0751 6670428.4171, 386101.4929 6670422.7858, 386073.7927 6670416.3228, 386018.1748 6670401.8687, 385966.5441 6670387.5225, 385924.5937 6670544.834, 385932.9652 6670553.069, 385890.466 6670586.2241, 385893.837 6670597.18, 385893.3555 6670598.2501, 385914.6693 6670645.6143, 385893.8141 6670655.1581, 385889.2741 6670696.7338, 385890.3009 6670699.2803, 385883.6345 6670722.8086, 385882.9506 6670724.0268, 385892.3066 6670748.7928, 385874.4571 6670778.1144, 385875.5535 6670801.49, 385825.626 6670805.7939, 385820.6628 6670810.7082, 385832.0455 6670852.9875, 385822.9583 6670869.5391, 385832.5518 6670904.0769, 385843.5211 6670910.6232, 385840.1625 6670967.7122, 385842.7202 6670969.1848, 385870.2419 6670970.0873, 385889.8926 6670955.9208, 385907.3679 6670961.6105, 385934.3747 6670957.7525, 385942.7665 6670965.3452, 385982.7704 6670953.3442, 385984.1107 6670955.31, 385973.939 6671011.253, 386015.5604 6671010.4965, 386022.7788 6671020.2332, 386023.212 6671024.3173, 386043.9693 6671060.2438, 386037.8359 6671071.4154, 386039.1539 6671107.1786, 386176.8264 6671111.8884, 386212.1112 6671061.2623, 386298.0221 6671095.013, 386511.2652 6671162.5144, 386652.8736 6671251.2996, 386747.4346 6671104.9045, 386779.0484 6671054.3673, 386809.5346 6671003.2162, 386824.0169 6670977.2447, 386837.7074 6670950.8755, 386850.5227 6670923.747, 386862.4237 6670896.1894, 386873.5209 6670868.2863, 386883.832 6670840.0914, 386893.2792 6670811.6333, 386901.6797 6670782.9184, 386908.7311 6670753.9339, 386914.092 6670724.989, 386917.9858 6670695.8934, 386920.5473 6670666.7871, 386921.76 6670637.8201, 386921.45 6670609.1663, 386919.27 6670581.0392, 386914.6747 6670553.7091, 386906.8868 6670527.5246, 386896.3864 6670504.8348, 386883.1732 6670483.1967, 386867.8908 6670462.409, 386851.0212 6670442.3441, 386846.8175 6670437.8411, 386832.9112 6670422.9443, 386813.7934 6670404.2209, 386793.8031 6670386.2566, 386772.9902 6670369.2121, 386749.765 6670352.1306, 386725.8547 6670336.2913, 386718.3002 6670331.7768, 386701.4801 6670321.7253, 386676.8039 6670308.6102, 386651.946 6670297.2866, 386626.9938 6670288.2853, 386602.012 6670282.3623, 386577.0495 6670280.5442)))",0.57,0.43,0.0,0.0,0.0,0.0,0.0,0.986,78,8.01,5.0,6.08,5.0,"(386393.80339628237, 6670766.02415)"
4,00150,Eira - Hernesaari,Eira - Ärtholmen,1367328.0,091,9496.0,5129.0,4367.0,40.0,250.0,282.0,359.0,122.0,75.0,120.0,756.0,1321.0,1162.0,883.0,753.0,552.0,540.0,482.0,435.0,422.0,429.0,250.0,164.0,139.0,8408.0,1129.0,7279.0,1395.0,1675.0,1478.0,2731.0,8466.0,37054.0,25885.0,1427.0,3838.0,3201.0,313700708.0,5759.0,1.6,34.1,1384.0,478.0,708.0,223.0,410.0,279.0,160.0,3968.0,1097.0,2802.0,2707.0,250.0,5767.0,54193.0,34512.0,1104.0,2439.0,2224.0,312529000.0,2.0,372.0,107.0,265.0,6759.0,55.5,32.0,6727.0,5336.0,4.0,892.0,4440.0,4.0,0.0,746.0,4.0,4.0,138.0,407.0,95.0,358.0,792.0,18.0,93.0,1597.0,141.0,0.0,224.0,465.0,83.0,152.0,7.0,8.0,0.0,9527.0,5433.0,536.0,942.0,564.0,1523.0,529.0,"MULTIPOLYGON (((384846.1024 6669565.8163, 384823.5028 6669566.9504, 384799.9615 6669570.8185, 384776.0659 6669576.9072, 384752.3843 6669584.9253, 384729.5091 6669594.7843, 384708.1013 6669606.5901, 384688.9374 6669620.6434, 384672.9596 6669637.4501, 384660.2107 6669658.9369, 384651.1877 6669683.3198, 384644.9384 6669709.7647, 384640.764 6669737.6441, 384638.1765 6669766.4897, 384636.8661 6669795.9522, 384636.6775 6669825.7689, 384637.5958 6669855.7363, 384639.7416 6669885.6884, 384643.3746 6669915.4772, 384648.9037 6669944.9568, 384656.199 6669972.4659, 384665.1319 6669999.6549, 384675.2483 6670026.6017, 384697.6471 6670079.9833, 384732.669 6670159.0355, 384743.7091 6670185.0091, 384753.916 6670210.652, 384762.8647 6670235.8061, 384770.0066 6670260.2441, 384774.6277 6670283.6494, 384775.8012 6670305.5907, 384772.3325 6670325.49, 384763.3161 6670342.7573, 384749.8291 6670357.4784, 384733.2283 6670369.6708, 384714.6302 6670379.1119, 384694.9794 6670385.3179, 384692.9613 6670385.5408, 384692.463 6670393.8074, 384683.1902 6670442.2023, 384724.8777 6670508.2802, 384748.0033 6670668.697, 384798.6348 6671006.0959, 384798.8905 6671006.1079, 385033.4118 6671145.9527, 385143.697 6671083.2089, 385255.4782 6671158.3638, 385279.6115 6671123.567, 385316.092 6671076.9841, 385388.4919 6671125.2507, 385430.1532 6671160.7548, 385450.0075 6671127.6648, 385449.76 6671126.7323, 385471.7419 6671089.7104, 385494.1266 6671110.6512, 385530.0366 6671129.3956, 385552.9453 6671137.5622, 385568.0453 6671121.6235, 385610.2988 6671139.7326, 385688.9681 6671179.8731, 385752.7132 6671086.3646, 385852.6934 6671098.4735, 386029.5773 6671115.5088, 386039.1539 6671107.1786, 386037.8359 6671071.4154, 386043.9693 6671060.2438, 386023.212 6671024.3173, 386022.7788 6671020.2332, 386015.5604 6671010.4965, 385973.939 6671011.253, 385984.1107 6670955.31, 385982.7704 6670953.3442, 385942.7665 6670965.3452, 385934.3747 6670957.7525, 385907.3679 6670961.6105, 385889.8926 6670955.9208, 385870.2419 6670970.0873, 385842.7202 6670969.1848, 385840.1625 6670967.7122, 385843.5211 6670910.6232, 385832.5518 6670904.0769, 385822.9583 6670869.5391, 385832.0455 6670852.9875, 385820.6628 6670810.7082, 385825.626 6670805.7939, 385875.5535 6670801.49, 385874.4571 6670778.1144, 385892.3066 6670748.7928, 385882.9506 6670724.0268, 385883.6345 6670722.8086, 385890.3009 6670699.2803, 385889.2741 6670696.7338, 385893.8141 6670655.1581, 385914.6693 6670645.6143, 385893.3555 6670598.2501, 385893.837 6670597.18, 385890.466 6670586.2241, 385932.9652 6670553.069, 385924.5937 6670544.834, 385966.5441 6670387.5225, 385878.5975 6670363.0855, 385822.6193 6670348.2985, 385766.4731 6670335.0791, 385738.2952 6670329.4664, 385710.0149 6670324.8419, 385681.5996 6670321.5399, 385652.2288 6670319.7988, 385622.7213 6670319.4262, 385613.0113 6670319.6279, 385593.1193 6670320.0411, 385563.4628 6670321.338, 385445.2631 6670328.596, 385416.1913 6670329.7659, 385387.5567 6670330.0888, 385359.5629 6670329.1292, 385332.4843 6670326.3154, 385313.8827 6670322.4073, 385306.6871 6670320.8956, 385282.6538 6670311.886, 385261.2135 6670298.8124, 385241.4729 6670282.2703, 385222.9743 6670263.1825, 385205.3687 6670242.2531, 385188.3945 6670220.0121, 385171.8593 6670196.8524, 385155.6253 6670173.0609, 385123.7178 6670124.341, 385076.8008 6670049.9151, 385061.5253 6670024.7006, 385046.4393 6669999.7988, 385017.7122 6669949.1422, 385004.4308 6669923.4836, 384992.2555 6669897.4983, 384981.5883 6669871.0791, 384972.9477 6669844.0929, 384966.727 6669816.6339, 384962.1921 6669788.7352, 384954.8022 6669732.7133, 384950.3399 6669705.1968, 384944.2789 6669677.9772, 384936.5779 6669652.0183, 384933.2407 6669643.4522, 384927.17 6669627.8696, 384915.8448 6669606.2787, 384902.2307 6669588.2488, 384885.7705 6669575.1077, 384867.1104 6669568.1825, 384846.1024 6669565.8163)))",0.667,0.254,0.0,0.0,0.0,0.0,0.07899999999999996,0.866,102,7.88,5.0,6.28,5.0,"(385321.6077517161, 6670374.39135)"
5,00160,Katajanokka,Skatudden,541136.0,091,4541.0,2411.0,2130.0,44.0,129.0,171.0,248.0,113.0,66.0,68.0,240.0,316.0,327.0,320.0,326.0,286.0,278.0,256.0,305.0,335.0,378.0,198.0,88.0,93.0,3814.0,575.0,3239.0,517.0,843.0,608.0,1271.0,3742.0,41182.0,27267.0,601.0,1594.0,1547.0,154102037.0,2304.0,2.0,40.2,161.0,143.0,432.0,117.0,217.0,175.0,146.0,1087.0,792.0,1201.0,1019.0,84.0,2262.0,68242.0,43318.0,296.0,957.0,1009.0,154363470.0,0.0,141.0,63.0,78.0,2706.0,76.4,2.0,2704.0,4381.0,6.0,431.0,3944.0,6.0,0.0,365.0,0.0,0.0,66.0,243.0,595.0,359.0,96.0,26.0,31.0,227.0,108.0,1685.0,342.0,108.0,29.0,95.0,0.0,0.0,0.0,4448.0,2019.0,192.0,602.0,290.0,1148.0,197.0,"POLYGON ((387327.7755 6671335.418, 387308.531 6671335.9198, 387301.9588 6671336.0912, 387275.8739 6671340.9475, 387249.6196 6671348.8873, 387223.2831 6671359.1019, 387198.8048 6671370.1781, 387196.9469 6671371.0188, 387170.6959 6671384.259, 387144.6249 6671398.6036, 387118.8466 6671413.9708, 387094.3551 6671429.7198, 387046.1383 6671463.0765, 386951.0532 6671532.953, 386903.9973 6671568.39, 386857.8886 6671604.0479, 386835.5898 6671622.0271, 386814.1598 6671640.1771, 386794.0103 6671658.5779, 386775.7048 6671677.3367, 386760.0035 6671696.5945, 386747.918 6671716.5349, 386740.7766 6671737.3927, 386739.6844 6671759.6679, 386743.7056 6671782.8244, 386751.5102 6671806.5471, 386762.1105 6671830.5519, 386774.8004 6671854.5609, 386789.1067 6671878.2777, 386804.7534 6671901.358, 386821.6376 6671923.3775, 386839.8182 6671943.7935, 386859.5142 6671961.8993, 386881.1143 6671976.7703, 386904.2634 6671987.3504, 386929.1325 6671994.5358, 386955.2405 6671998.8684, 386983.0904 6672000.7766, 387011.5747 6672000.6977, 387040.4757 6671999.1669, 387069.631 6671996.5726, 387098.9169 6671993.1857, 387128.2349 6671989.1833, 387186.6308 6671979.6669, 387215.5372 6671974.1685, 387276.812 6671960.7838, 387293.008 6671957.246, 387320.6484 6671953.3888, 387350.078 6671951.7513, 387380.3743 6671953.0771, 387415.5971 6671958.7801, 387449.3247 6671967.7653, 387465.5109 6671973.3903, 387480.1306 6671978.471, 387506.5836 6671989.3958, 387527.2482 6671999.0937, 387537.1307 6672004.2858, 387540.6866 6672006.154, 387545.4567 6672009.2243, 387545.7912 6672005.9525, 387551.7587 6672002.6868, 387567.4628 6671999.0085, 387619.5871 6671992.6174, 387652.3942 6671988.0412, 387681.1327 6671982.5201, 387710.1424 6671975.1515, 387738.3187 6671965.8434, 387764.5435 6671954.5382, 387792.3735 6671938.3104, 387813.2927 6671921.923, 387814.9483 6671920.626, 387833.4252 6671903.3479, 387835.246 6671901.6452, 387854.2085 6671881.6505, 387871.6797 6671861.0459, 387887.3223 6671840.1389, 387900.5965 6671819.1779, 387910.7246 6671798.3818, 387916.643 6671777.9634, 387916.9407 6671758.1498, 387910.2648 6671738.6301, 387908.1005 6671735.3286, 387897.9063 6671719.7781, 387881.4907 6671701.4077, 387862.22 6671683.3778, 387840.9729 6671665.5821, 387818.3845 6671647.9413, 387794.9089 6671630.3961, 387746.4793 6671595.4279, 387657.3026 6671531.8917, 387525.1084 6671437.7065, 387488.5844 6671412.4868, 387476.2257 6671403.9532, 387451.7658 6671387.9743, 387427.2557 6671373.0125, 387402.6574 6671359.5328, 387377.9222 6671348.1659, 387352.988 6671339.7562, 387327.7755 6671335.418))",0.39,0.575,0.0,0.0,0.0,0.0,0.03500000000000003,0.981,61,7.92,5.0,6.75,5.0,"(387314.7150771405, 6671671.4594)"
6,00170,Kruununhaka,Kronohagen,713343.0,091,7461.0,4024.0,3437.0,41.0,204.0,252.0,338.0,139.0,105.0,124.0,549.0,785.0,771.0,615.0,582.0,461.0,484.0,413.0,400.0,364.0,395.0,218.0,129.0,133.0,6423.0,736.0,5687.0,1007.0,1197.0,1059.0,2424.0,6403.0,36132.0,27846.0,1109.0,2587.0,2707.0,231355965.0,4036.0,1.8,38.1,675.0,268.0,657.0,193.0,352.0,254.0,212.0,2455.0,945.0,2098.0,1794.0,144.0,4020.0,57678.0,41359.0,608.0,1665.0,1747.0,231866600.0,0.0,265.0,131.0,134.0,4642.0,68.2,9.0,4633.0,8332.0,1.0,159.0,8172.0,1.0,0.0,42.0,0.0,1.0,116.0,232.0,52.0,504.0,185.0,624.0,68.0,420.0,125.0,2594.0,1725.0,380.0,475.0,554.0,0.0,234.0,0.0,7427.0,4099.0,345.0,892.0,507.0,1297.0,287.0,"POLYGON ((386488.1312 6671737.1993, 386396.206 6671748.5493, 386394.8611 6671870.8997, 386319.6003 6671875.085, 386307.4172 6671999.7673, 386226.8189 6672010.7613, 386223.956 6672203.5293, 386213.7216 6672399.315, 386209.3558 6672521.5566, 385995.433 6672499.7277, 385964.8726 6672731.1137, 385829.5336 6672936.305, 386130.6826 6672857.603, 386131.1054 6672857.1447, 386261.7451 6672818.4291, 386361.016 6672829.0402, 386474.6374 6672935.5473, 386532.692 6672940.1679, 386899.4823 6672914.5766, 386899.1864 6672910.7903, 386898.8286 6672883.3253, 386900.1594 6672856.1703, 386903.2111 6672829.5524, 386908.1488 6672803.7199, 386922.8343 6672747.6499, 386928.7688 6672720.3886, 386933.5084 6672692.6292, 386936.6412 6672664.5334, 386936.7777 6672660.6232, 386937.6287 6672636.2367, 386936.1025 6672608.5853, 386932.5103 6672580.9018, 386927.3292 6672553.2289, 386920.8994 6672525.6096, 386913.4432 6672498.092, 386912.1957 6672494.012, 386905.0781 6672470.7338, 386895.8252 6672443.6071, 386885.6125 6672416.8039, 386874.2739 6672390.4426, 386861.5467 6672364.3856, 386847.7819 6672338.7789, 386818.2222 6672288.4689, 386787.1264 6672238.8655, 386755.3055 6672189.6095, 386594.125 6671944.1166, 386562.8004 6671894.577, 386547.7019 6671869.5986, 386533.2304 6671844.4042, 386519.664 6671818.9114, 386507.3787 6671793.0116, 386496.8759 6671766.5638, 386489.1344 6671741.4671, 386488.1312 6671737.1993))",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883,66,9.61,5.5,6.76,5.0,"(386525.60151102877, 6672313.6239)"
