,YKR_ID,zipcode
875,5829375,01760
876,5829376,01760
877,5829377,01760
878,5829378,01760
879,5829379,01760
880,5829380,01760
881,5829381,01760
882,5829382,01760
883,5829383,01760
884,5829384,01760
885,5829385,01760
886,5829386,01760
887,5829387,01760
888,5829388,01760
889,5829389,01760
890,5829390,01760
891,5829391,01760
892,5829417,01450
893,5829418,01450
894,5829419,01450
895,5829420,01450
896,5829421,01450
897,5829422,01450
898,5829423,01450
899,5829424,01450
900,5829425,01450
901,5829426,01450
902,5829427,01450
903,5829428,01450
904,5829429,01450
905,5829430,01450
906,5829431,01480
907,5829432,01480
908,5829433,01480
909,5829434,01480
910,5829435,01480
911,5829436,99999
912,5829437,99999
913,5829438,99999
914,5829439,99999
915,5831210,02980
916,5831211,02980
917,5831212,02980
918,5831213,02980
919,5831214,02980
920,5831215,02980
921,5831216,02980
922,5831217,02980
923,5831218,02980
924,5831219,02980
925,5831220,02980
926,5831221,02980
927,5831222,02980
928,5831223,02980
929,5831224,02980
930,5831225,02980
931,5831226,02980
932,5831227,02980
933,5831228,02970
934,5831229,02970
935,5831230,02970
936,5831231,02970
937,5831232,02970
938,5831233,02970
939,5831234,02970
940,5831235,02970
941,5831236,02970
942,5831237,02970
943,5831238,02970
944,5831239,02970
945,5831241,99999
946,5831242,01750
947,5831243,01750
948,5831244,01750
949,5831245,01750
950,5831246,01750
951,5831247,01750
952,5831248,01750
953,5831249,01750
954,5831250,01750
955,5831251,01750
956,5831252,01750
957,5831253,01750
958,5831254,01750
959,5831255,01750
960,5831256,01750
961,5831257,01760
962,5831258,01760
963,5831259,01760
964,5831260,01760
965,5831261,01760
966,5831262,01760
967,5831263,01760
968,5831264,01760
969,5831265,01760
970,5831266,01760
971,5831267,01760
972,5831268,01760
973,5831269,01760
974,5831270,01760
975,5831271,01760
976,5831272,01760
977,5831273,01760
978,5831274,01760
979,5831275,01760
980,5831276,01760
981,5831277,01760
982,5831278,01760
983,5831279,01760
984,5831280,01760
985,5831281,01760
986,5831306,01450
987,5831307,01450
988,5831308,01450
989,5831309,01450
990,5831310,01450
991,5831311,01450
992,5831312,01450
993,5831313,01450
994,5831314,01450
995,5831315,01450
996,5831316,01450
997,5831317,01450
998,5831318,01450
999,5831319,01450
1000,5831320,01480
1001,5831321,01480
1002,5831322,01480
1003,5831323,01480
1004,5831324,01480
1005,5831325,99999
1006,5831326,99999
1007,5831327,99999
1008,5833097,02980
1009,5833098,02980
1010,5833099,02980
1011,5833100,02980
1012,5833101,02980
1013,5833102,02980
1014,5833103,02980
1015,5833104,02980
1016,5833105,02980
1017,5833106,02980
1018,5833107,02980
1019,5833108,02980
1020,5833109,02980
1021,5833110,02980
1022,5833111,02980
1023,5833112,02980
1024,5833113,02980
1025,5833114,02970
1026,5833115,02970
1027,5833116,02970
1028,5833117,02970
1029,5833118,02970
1030,5833119,02970
1031,5833120,02970
1032,5833121,02970
1033,5833122,02970
1034,5833123,02970
1035,5833124,02970
1036,5833125,02970
1037,5833126,02970
1038,5833127,99999
1039,5833128,01750
1040,5833129,01750
1041,5833130,01750
1042,5833131,01750
1043,5833132,01750
1044,5833133,01750
1045,5833134,01750
1046,5833135,01750
1047,5833136,01750
1048,5833137,01750
1049,5833138,01750
1050,5833139,01750
1051,5833140,01750
1052,5833141,01750
1053,5833142,01750
1054,5833143,01750
1055,5833144,01760
1056,5833145,01760
1057,5833146,01760
1058,5833147,01760
1059,5833148,01760
1060,5833149,01760
1061,5833150,01760
1062,5833151,01760
1063,5833152,01760
1064,5833153,01760
1065,5833154,01760
1066,5833155,01760
1067,5833156,01760
1068,5833157,01760
1069,5833158,01760
1070,5833159,01760
1071,5833160,01760
1072,5833161,01760
1073,5833162,01760
1074,5833163,01760
1075,5833164,01760
1076,5833165,01760
1077,5833166,01760
1078,5833167,01760
1079,5833168,01760
1080,5833193,01450
1081,5833194,01450
1082,5833195,01450
1083,5833196,01450
1084,5833197,01450
1085,5833198,01450
1086,5833199,01450
1087,5833200,01450
1088,5833201,01450
1089,5833202,01450
1090,5833203,01480
1091,5833204,01480
1092,5833205,01480
1093,5833206,01480
1094,5833207,01480
1095,5833208,01480
1096,5833209,01480
1097,5833210,01480
1098,5833211,01480
1099,5833212,99999
1100,5833213,99999
1101,5833214,99999
1102,5834982,02980
1103,5834983,02980
1104,5834984,02980
1105,5834985,02980
1106,5834986,02980
1107,5834987,02980
1108,5834988,02980
1109,5834989,02980
1110,5834990,02980
1111,5834991,02980
1112,5834992,02980
1113,5834993,02980
1114,5834994,02980
1115,5834995,02980
1116,5834996,02980
1117,5834997,02980
1118,5834998,02980
1119,5834999,02970
1120,5835000,02970
1121,5835001,02970
1122,5835002,02970
1123,5835003,02970
1124,5835004,02970
1125,5835005,02970
1126,5835006,02970
1127,5835007,02970
1128,5835008,02970
1129,5835009,02970
1130,5835010,02970
1131,5835011,02970
1132,5835012,02970
1133,5835013,01750
1134,5835014,01750
1135,5835015,01750
1136,5835016,01750
1137,5835017,01750
1138,5835018,01750
1139,5835019,01750
1140,5835020,01750
1141,5835021,01750
1142,5835022,01750
1143,5835023,01750
1144,5835024,01750
1145,5835025,01750
1146,5835026,01750
1147,5835027,01750
1148,5835028,01750
1149,5835029,01750
1150,5835030,01750
1151,5835031,01760
1152,5835032,01760
1153,5835033,01760
1154,5835034,01760
1155,5835035,01750
1156,5835036,01760
1157,5835037,01760
1158,5835038,01760
1159,5835039,01760
1160,5835040,01760
1161,5835041,01760
1162,5835042,01760
1163,5835043,01760
1164,5835044,01760
1165,5835045,01760
1166,5835046,01760
1167,5835047,01760
1168,5835048,01760
1169,5835049,01760
1170,5835050,01760
1171,5835051,01760
1172,5835052,01760
1173,5835053,01760
1174,5835054,01760
1175,5835055,01760
1176,5835078,01450
1177,5835079,01450
1178,5835080,01450
1179,5835081,01450
1180,5835082,01450
1181,5835083,01450
1182,5835084,01450
1183,5835085,01450
1184,5835086,01450
1185,5835087,01450
1186,5835088,01480
1187,5835089,01480
1188,5835090,01480
1189,5835091,01480
1190,5835092,01480
1191,5835093,01480
1192,5835094,01480
1193,5835095,01480
1194,5835096,01480
1195,5835097,01480
1196,5835098,99999
1197,5835099,99999
1198,5835100,99999
1199,5835101,99999
1200,5835102,99999
1201,5835103,99999
1202,5836867,02980
1203,5836868,02980
1204,5836869,02980
1205,5836870,02980
1206,5836871,02980
1207,5836872,02980
1208,5836873,02980
1209,5836874,02980
1210,5836875,02980
1211,5836876,02980
1212,5836877,02980
1213,5836878,02980
1214,5836879,02980
1215,5836880,02980
1216,5836881,02980
1217,5836882,02980
1218,5836883,02980
1219,5836884,02970
1220,5836885,02970
1221,5836886,02970
1222,5836887,02970
1223,5836888,02970
1224,5836889,02970
1225,5836890,02970
1226,5836891,02970
1227,5836892,02970
1228,5836893,02970
1229,5836894,02970
1230,5836895,02970
1231,5836896,02970
1232,5836897,01750
1233,5836898,01750
1234,5836899,01750
1235,5836900,01750
1236,5836901,01750
1237,5836902,01750
1238,5836903,01750
1239,5836904,01750
1240,5836905,01750
1241,5836906,01750
1242,5836907,01750
1243,5836908,01750
1244,5836909,01750
1245,5836910,01750
1246,5836911,01750
1247,5836912,01750
1248,5836913,01750
1249,5836914,01750
1250,5836915,01750
1251,5836916,01750
1252,5836917,01750
1253,5836918,01750
1254,5836919,01750
1255,5836920,01750
1256,5836921,01750
1257,5836922,01750
1258,5836923,01760
1259,5836924,01760
1260,5836925,01760
1261,5836926,01760
1262,5836927,01760
1263,5836928,01760
1264,5836929,01760
1265,5836930,01760
1266,5836931,01760
1267,5836932,01760
1268,5836933,01760
1269,5836934,01760
1270,5836935,01760
1271,5836936,01760
1272,5836937,01760
1273,5836938,01760
1274,5836939,01760
1275,5836940,01760
1276,5836941,01760
1277,5836961,01450
1278,5836962,01450
1279,5836963,01450
1280,5836964,01450
1281,5836965,01450
1282,5836966,01450
1283,5836967,01450
1284,5836968,01450
1285,5836969,01450
1286,5836970,01450
1287,5836971,01450
1288,5836972,01450
1289,5836973,01450
1290,5836974,01480
1291,5836975,01480
1292,5836976,01480
1293,5836977,01480
1294,5836978,01480
1295,5836979,01480
1296,5836980,01480
1297,5836981,01480
1298,5836982,99999
1299,5836983,99999
1300,5836984,99999
1301,5836985,99999
1302,5836986,99999
1303,5836987,99999
1304,5836988,99999
1305,5838750,02980
1306,5838751,02980
1307,5838752,02980
1308,5838753,02980
1309,5838754,02980
1310,5838755,02980
1311,5838756,02980
1312,5838757,02980
1313,5838758,02980
1314,5838759,02980
1315,5838760,02980
1316,5838761,02980
1317,5838762,02980
1318,5838763,02980
1319,5838764,02980
1320,5838765,02980
1321,5838766,02980
1322,5838767,02970
1323,5838768,02970
1324,5838769,02970
1325,5838770,02970
1326,5838771,02970
1327,5838772,02970
1328,5838773,02970
1329,5838774,02970
1330,5838775,02970
1331,5838776,02970
1332,5838777,02970
1333,5838778,02970
1334,5838779,02970
1335,5838780,02970
1336,5838781,01750
1337,5838782,01750
1338,5838783,01750
1339,5838784,01750
1340,5838785,01750
1341,5838786,01750
1342,5838787,01750
1343,5838788,01750
1344,5838789,01750
1345,5838790,01750
1346,5838791,01750
1347,5838792,01750
1348,5838793,01750
1349,5838794,01750
1350,5838795,01750
1351,5838796,01750
1352,5838797,01750
1353,5838798,01750
1354,5838799,01750
1355,5838800,01750
1356,5838801,01750
1357,5838802,01750
1358,5838803,01750
1359,5838804,01750
1360,5838805,01750
1361,5838806,01730
1362,5838807,01760
1363,5838808,01760
1364,5838809,01760
1365,5838810,01760
1366,5838811,01760
1367,5838812,01760
1368,5838813,01760
1369,5838814,01760
1370,5838815,01760
1371,5838816,01760
1372,5838817,01760
1373,5838818,01760
1374,5838819,01760
1375,5838820,01760
1376,5838821,01760
1377,5838822,01760
1378,5838823,01760
1379,5838824,01760
1380,5838825,01760
1381,5838826,99999
1382,5838843,01390
1383,5838844,01390
1384,5838845,01390
1385,5838846,01390
1386,5838847,01390
1387,5838848,01400
1388,5838849,01400
1389,5838850,01400
1390,5838851,01400
1391,5838852,01450
1392,5838853,01400
1393,5838854,01400
1394,5838855,01400
1395,5838856,01400
1396,5838857,01400
1397,5838858,01400
1398,5838859,01480
1399,5838860,01480
1400,5838861,01480
1401,5838862,01480
1402,5838863,01480
1403,5838864,01480
1404,5838865,01480
1405,5838866,99999
1406,5838867,99999
1407,5838868,99999
1408,5838869,99999
1409,5838870,99999
1410,5838871,99999
1411,5840632,02980
1412,5840633,02980
1413,5840634,02980
1414,5840635,02980
1415,5840636,02980
1416,5840637,02980
1417,5840638,02980
1418,5840639,02980
1419,5840640,02980
1420,5840641,02980
1421,5840642,02980
1422,5840643,02980
1423,5840644,02980
1424,5840645,02980
1425,5840646,02980
1426,5840647,02980
1427,5840648,02980
1428,5840649,02970
1429,5840650,02970
1430,5840651,02970
1431,5840652,02970
1432,5840653,02970
1433,5840654,02970
1434,5840655,02970
1435,5840656,02970
1436,5840657,02970
1437,5840658,02970
1438,5840659,02970
1439,5840660,02970
1440,5840661,02970
1441,5840662,02970
1442,5840663,01750
1443,5840664,01750
1444,5840665,01750
1445,5840666,01750
1446,5840667,01750
1447,5840668,01750
1448,5840669,01750
1449,5840670,01750
1450,5840671,01750
1451,5840672,01750
1452,5840673,01750
1453,5840674,01750
1454,5840675,01750
1455,5840676,01750
1456,5840677,01750
1457,5840678,01750
1458,5840679,01750
1459,5840680,01750
1460,5840681,01750
1461,5840682,01750
1462,5840683,01750
1463,5840684,01750
1464,5840685,01750
1465,5840686,01700
1466,5840687,01700
1467,5840688,01730
1468,5840689,01730
1469,5840690,01730
1470,5840691,01760
1471,5840692,01760
1472,5840693,01760
1473,5840694,01730
1474,5840695,01730
1475,5840696,01760
1476,5840697,01760
1477,5840698,01760
1478,5840699,01760
1479,5840700,01760
1480,5840701,01760
1481,5840702,01760
1482,5840703,01760
1483,5840704,01760
1484,5840705,01760
1485,5840706,01760
1486,5840707,01530
1487,5840708,99999
1488,5840709,99999
1489,5840723,01390
1490,5840724,01390
1491,5840725,01390
1492,5840726,01390
